split,instance_id,sub_string
train,numpy__numpy-21634,"BLD: numpy-1.23.0rc1 wheels cannot be used to build scipy
Continuation of #21360, related to #20880"
train,numpy__numpy-21654,"ENH: Make Polynomial adhere to set_printoptions 
### Proposed new feature or change:

Currently Po"
train,numpy__numpy-21712,"f2py generated C code doesn't recognize ""long_long"" 
When using a .f2py_f2cmap to specify 64 bit int"
train,numpy__numpy-21722,"f2py generated C code doesn't recognize ""long_long"" 
When using a .f2py_f2cmap to specify 64 bit int"
train,numpy__numpy-21807,"BUG: f2py ignores value attribute
### Describe the issue:

f2py generates incorrect wrapper code whe"
train,numpy__numpy-21851,"BUG: np.average with keepdims=True broadcasts weights incorrectly
Reproduction:
```python
import n"
train,numpy__numpy-21855,"DOC: numpy.random.normal modified loc and scale example typo 
### Issue with current documentation:
"
train,numpy__numpy-21868,"BUG: np.average with keepdims=True broadcasts weights incorrectly
Reproduction:
```python
import n"
train,numpy__numpy-21890,"BUG: f2py crackfortran: missing dict key 'implementedby'
### Describe the issue:

We have a user rep"
train,numpy__numpy-21904,"DOC: doc string for np.char.center is missing a usage example
### Issue with current documentation:
"
train,numpy__numpy-21952,"BUG: f2py crackfortran: missing dict key 'implementedby'
### Describe the issue:

We have a user rep"
train,numpy__numpy-21959,"BUG: `numpy.distutils.system_info.get_info(""blas_opt"")` has unsuppressable stdout side effects
### D"
train,numpy__numpy-21977,"Do not warn when invalid values are masked in a MaskedArray
When doing a mathematical operation on a"
train,numpy__numpy-21991,"BUG: numpy.lib.recfunctions.structured_to_unstructured is not thread-safe
### Describe the issue:

n"
train,numpy__numpy-21997,"DOC: unify the docs for np.transpose and ndarray.transpose 
We have two different bits of documentat"
train,numpy__numpy-21999,"Taking median (np.ma.median) of a list of masked arrays.
When trying to take a median of a list of m"
train,numpy__numpy-22002,"DOC: add mentions of linalg accelerators in the documentation of dot and matmul
I find that  numpy  "
train,numpy__numpy-22009,"ENH: Support for fractions.Fraction in np.average()
### Proposed new feature or change:

Not sure if"
train,numpy__numpy-22014,"BUG: np.random.Generator cannot be unpickled using 3rd party bit generators
### Describe the issue:"
train,numpy__numpy-22037,"BUG: `numpy.distutils.system_info.get_info(""blas_opt"")` has unsuppressable stdout side effects
### D"
train,numpy__numpy-22046,"BUG: ma.masked_invalid(a, copy=False) does not modify a
According to [`masked_invalid` docs](https:/"
train,numpy__numpy-22254,"DOC: obscurity in numpy.loadtxt.html
This text:

```
converters dict or callable, optional
    A"
train,numpy__numpy-22280,"DOC: np.histogramdd input dimensions are mis-documented
The docstring for `np.histogramdd` states at"
train,numpy__numpy-22294,"DOC: `np.char` - list of functions that are missing examples – tracking issue
Find below the functio"
train,numpy__numpy-22324,"MAINT: update function's `__module__` attribute in `deprecate`
Currently the location of the functio"
train,numpy__numpy-22372,"seems that from 1.23 the 'delimiter' option of loadtxt require single unicode character
### Describe"
train,numpy__numpy-22375,"arange recomputation of step variable may lead to problems with floating point
In the discussion in "
train,numpy__numpy-22388,"ENH: A subset of ""numpy.typing"" type hints remain unusable at runtime
### Describe the issue:

A f"
train,numpy__numpy-22391,"seems that from 1.23 the 'delimiter' option of loadtxt require single unicode character
### Describe"
train,numpy__numpy-22421,"DOC: Complete references to `Capsules` instead of `CObject`s
### Issue with current documentation:
"
train,numpy__numpy-22436,"inconsistency in masked_equal method docs and implementation
In the **masked_equal** method, the doc"
train,numpy__numpy-22519,"DOC: Examples contradict numpy.pad pad_width argument API specification.
### Issue with current docu"
train,numpy__numpy-22533,"DOC: Listing of all numpy functions that support __array_function__
Is there a listing of all numpy "
train,numpy__numpy-22539,"DEP: Deprecate `find_common_type` which is broken e.g. for datetimes
### Describe the issue:

When I"
train,numpy__numpy-22561,"BUG: Histogramdd breaks on big arrays in Windows
### Describe the issue:

numpy.histogramdd fails wi"
train,numpy__numpy-22588,"DOC: Clarify relationship between row_stack and vstack
### Issue with current documentation:

[Curre"
train,numpy__numpy-22655,"DOC: memmap doc does not mention an exception regarding 'mode' and 'shape'
### Issue with current do"
train,numpy__numpy-22657,"BUG: crackfortran.py fails with 'common' blocks with Numpy version > 1.20
### Describe the issue:

I"
train,numpy__numpy-22679,"BUG: `scipy.special` import broken with numpy 1.24.0rc1
### Describe the issue:

NumPy Rc seem to "
train,numpy__numpy-22700,"BUG: `scipy.special` import broken with numpy 1.24.0rc1
### Describe the issue:

NumPy Rc seem to "
train,numpy__numpy-22721,"BUG: `numpy.median()` does not respect `keepdims=True` when the `out` argument is specified
### Desc"
train,numpy__numpy-22725,"BUG: Masked array creation with mask=None is slow
Creating a masked array with `mask=None` is orders"
train,numpy__numpy-22736,"DOC: Improve the description of the `dtype` parameter in `numpy.array` docstring
The description of "
train,numpy__numpy-22748,"BUG: `numpy.median()` does not respect `keepdims=True` when the `out` argument is specified
### Desc"
train,numpy__numpy-22771,"BUG: RuntimeWarning on ARM64 but not x86_64 for cosine of float32 NaNs
### Describe the issue:

Th"
train,numpy__numpy-22803,"DOC: api generation creates unused *.txt files in the include directory
### Issue with current docum"
train,numpy__numpy-22834,"BUG: RuntimeWarning on ARM64 but not x86_64 for cosine of float32 NaNs
### Describe the issue:

Th"
train,numpy__numpy-22872,"BUG: f2py cannot handle non-ascii characters in comments since 1.24
### Describe the issue:

F2py "
train,numpy__numpy-22878,"BUG: `numpy.isin` does not function correctly with two arrays with different integer type
### Descri"
train,numpy__numpy-22882,"BUG: FreeBSD issue with `csinl` in 1.24
### Describe the issue:

It seems like 1.24 requires `csin"
train,numpy__numpy-22952,"DOC: a LaTeX hack from conf.py gives extra whitespace in PDF with Sphinx 5
### Issue with current do"
train,numpy__numpy-22991,DOC: Description of specifics of algorithm for result_type misstates the type of arguments min_scala
train,numpy__numpy-23010,"BENCH: Ensure all functions in main namespace that are also present in `array_api` are benchmarked
T"
train,numpy__numpy-23045,"DOC: possibly misleading description of `numpy.ndarray.nbytes`
### Issue with current documentation:"
train,numpy__numpy-23047,"BUG: NEP 42 user dtype has type number set to -1 and this causes various failures.
### Describe the "
train,numpy__numpy-23061,"vectorize-style decorator
Would be really handy to have a `vectorize`-like implementation that acts "
train,numpy__numpy-23065,"DOCS: deployment of devdocs failed, deleting the docs
https://github.com/numpy/devdocs is showing a "
train,numpy__numpy-23073,"Cygwin CI job fails with `f2py` errors
See for example [this CI log](https://github.com/numpy/numpy/"
train,numpy__numpy-23097,"BUG: Building with python<3.9 should error out early in the build process with a clear message
### D"
train,numpy__numpy-23206,"BUG: f2py 1.24 - string scalars fail
### Describe the issue:

Since NumPy Version 1.24 string scal"
train,numpy__numpy-23269,"BUG: Error while trying to create a deepcopy of numpy masked_array
### Describe the issue:

We faced"
train,numpy__numpy-23275,"BUG: `numpy.logspace` sometimes fails with a broadcasting error if `base` is array-like.
### Describ"
train,numpy__numpy-23310,"BUG: meshgrid returns a list while a tuple is expected based on the documentation
### Describe the i"
train,numpy__numpy-23335,"BUG: Masked array creation fails with structured array
### Describe the issue:

When trying to creat"
train,numpy__numpy-23357,"ENH: Explicitly show keys of `.npz` file in repr
### Proposed new feature or change:

Determining th"
train,numpy__numpy-23382,"DOC: polynomial.polynomial.Polynomial.roots
### Issue with current documentation:

https://numpy.org"
train,numpy__numpy-23392,"DOC: `np.ma` - list of functions that are missing examples – tracking issue
Find below the functions"
train,numpy__numpy-23514,"vectorize-style decorator
Would be really handy to have a `vectorize`-like implementation that acts "
train,numpy__numpy-23559,"Nightly wheel build for macosx on arm64 failing 
See https://github.com/numpy/numpy/actions/runs/462"
train,numpy__numpy-23599,"BUG: f2py.crackfortran fails on comment after endif statement
### Describe the issue:

Hey there!"
train,numpy__numpy-23600,"BUG: f2py does not properly wrap functions
### Describe the issue:

I confess I can't determine if"
train,numpy__numpy-23604,"Error from ""import numpy"": undefined symbol: _ZSt21__glibcxx_assert_failPKciS0_S0_
### Steps to repr"
train,numpy__numpy-23650,"DOC: Strings containing a single null byte are equal to empty string
### Describe the issue:

ndarra"
train,numpy__numpy-23654,"Nightly wheel build for macosx on arm64 failing 
See https://github.com/numpy/numpy/actions/runs/462"
train,numpy__numpy-23677,"DOC: Some features of docs built with sphinx 6 do not work
### Issue with current documentation:

Th"
train,numpy__numpy-23700,"DOC: Indexing of vectors a and b wrong in numpy.outer function documentation
### Issue with current "
train,numpy__numpy-23721,"BLD: Update OpenBLAS to v0.3.23
There are now tarballs of OpenBLAS v0.3.23 on [the anaconda download"
train,numpy__numpy-23747,"DOC: Clarify relation of ravel and reshape(-1)
### Issue with current documentation:

The reference "
train,numpy__numpy-23756,"DOC: Mention deprecation of np.bool8
### Issue with current documentation:

`bool8` has been depreca"
train,numpy__numpy-23757,"BUG: `NpzFile.__getitem__` should use safer string formatting when generating error messages.
### De"
train,numpy__numpy-23787,DOC: User defined Converters in `np.genfromtxt` get extraneous inputs which the user is not told abo
train,numpy__numpy-23854,"DOC: numpy.lib.npyio._read refers to read_from_filename, which does not exists.
### Issue with curre"
train,numpy__numpy-23881,"ENH: Add 2022.12 support to numpy.array_api
### Proposed new feature or change:

This is a tracking "
train,numpy__numpy-23911,"BUG: [nightly] np.finfo crashes for unhashable input
### Describe the issue:

In the nightly relea"
train,numpy__numpy-23923,"BUG:  numpy/core/src/common/simd/vec/memory.h:113:1: error: call to 'vec_st' is ambiguous
### Descri"
train,numpy__numpy-23932,"BUG: [nightly] np.finfo crashes for unhashable input
### Describe the issue:

In the nightly relea"
train,numpy__numpy-23949,"BUG:  numpy/core/src/common/simd/vec/memory.h:113:1: error: call to 'vec_st' is ambiguous
### Descri"
train,numpy__numpy-23955,"ENH: Add 2022.12 support to numpy.array_api
### Proposed new feature or change:

This is a tracking "
train,numpy__numpy-23971,"BUG: f2py wraps `private` entities 
### Describe the issue:

Fortran modules can have `private` and "
train,numpy__numpy-24077,"DOC: Docstring formatting errors flagged by sphinx during doc build
### Issue with current documenta"
train,numpy__numpy-24100,"DOC: Source of ""generally defined"" function in numpy.correlate needs to be made clear to user
### Is"
train,numpy__numpy-24123,"BUG: `spin gdb` doesn't hit breakpoints
The new `spin gdb` command added in #24083 starts a gdb sess"
train,numpy__numpy-24134,"BUG: f2py wraps `private` entities 
### Describe the issue:

Fortran modules can have `private` and "
train,numpy__numpy-24142,"ENH: dtype API needs a hook in np.save and np.load
Currently if you try to use `np.save` and `np.loa"
train,numpy__numpy-24161,"BUG: IndexError when using np.histogram with small values
### Describe the issue:

When using very"
train,numpy__numpy-24185,"BUG: IndexError when using np.histogram with small values
### Describe the issue:

When using very"
train,numpy__numpy-24191,"BUG: `array2string` does not add signs for positive integers
### Describe the issue:

`array2strin"
train,numpy__numpy-24199,"BUG: <input>:1: RuntimeWarning: invalid value encountered in matmul 
### Describe the issue:

Gettin"
train,numpy__numpy-24243,"BUG: <input>:1: RuntimeWarning: invalid value encountered in matmul 
### Describe the issue:

Gettin"
train,numpy__numpy-24299,"BUG: f2py cannot compile files it used to be able to compile 
### Describe the issue:

I'm attemptin"
